Month;ALUMINUM ($/mt);IRON_ORE ($/dmtu);COPPER ($/mt);LEAD ($/mt);Tin ($/mt);NICKEL ($/mt);Zinc ($/mt);GOLD ($/troy oz);PLATINUM ($/troy oz);SILVER ($/troy oz)
2013M01;2037,75;150,49;8047,36;2333,68;24545,90;17472,50;2032,20;1671,85;1638,89;31,06
2013M02;2053,60;154,64;8060,93;2365,79;24211,74;17690,10;2128,69;1627,57;1674,55;30,33
2013M03;1909,57;139,87;7645,58;2169,42;23296,52;16724,93;1926,07;1593,09;1582,95;28,79
2013M04;1861,67;137,39;7234,28;2027,39;21662,25;15672,95;1856,00;1487,86;1493,07;25,36
2013M05;1832,02;124,01;7249,41;2032,98;20775,83;14947,96;1831,55;1414,03;1475,17;23,04
2013M06;1814,54;114,82;7000,24;2099,69;20267,40;14280,28;1839,01;1343,35;1430,23;21,11
2013M07;1769,61;127,19;6906,64;2047,73;19563,83;13750,32;1837,62;1285,52;1401,48;19,71
2013M08;1817,62;137,06;7192,92;2174,18;21644,43;14314,93;1898,82;1351,74;1496,09;21,89
2013M09;1761,30;134,19;7159,27;2084,92;22735,07;13801,39;1846,88;1348,60;1456,86;22,56
2013M10;1814,58;132,57;7203,02;2115,43;23101,59;14117,65;1884,84;1316,58;1413,48;21,92
2013M11;1747,96;136,32;7070,65;2089,56;22826,88;13684,01;1866,42;1275,86;1420,10;20,76
2013M12;1739,81;135,79;7214,90;2136,73;22762,13;13924,55;1974,98;1221,51;1355,67;19,67
2014M01;1727,41;128,12;7291,47;2143,17;22063,86;14101,25;2036,93;1244,27;1420,95;19,88
2014M02;1695,17;121,37;7149,21;2108,03;22820,67;14203,55;2034,53;1299,58;1409,53;20,85
2014M03;1705,37;111,83;6650,04;2053,08;23024,31;15678,10;2007,90;1336,08;1451,62;20,72
2014M04;1810,67;114,58;6673,56;2087,09;23405,20;17373,60;2027,21;1298,45;1430,33;19,74
2014M05;1751,05;100,56;6891,13;2097,32;23271,25;19401,08;2058,97;1288,74;1456,27;19,34
2014M06;1838,95;92,74;6821,14;2106,94;22762,00;18628,81;2128,10;1279,10;1452,76;19,89
2014M07;1948,30;96,05;7113,38;2193,24;22424,01;19117,65;2310,62;1310,59;1492,18;20,92
2014M08;2030,49;92,61;7001,84;2236,84;22231,05;18600,20;2326,99;1295,13;1446,33;19,74
2014M09;1990,43;82,38;6872,22;2117,24;21090,52;18034,80;2294,59;1236,55;1359,48;18,37
2014M10;1946,19;81,06;6737,48;2034,26;19830,41;15812,37;2276,83;1222,49;1259,76;17,16
2014M11;2055,55;73,73;6712,85;2030,18;20033,47;15807,05;2253,22;1175,33;1208,32;15,97
2014M12;1909,46;68,39;6446,45;1938,11;19829,71;15962,05;2175,76;1200,62;1215,32;16,30
2015M01;1814,72;68,23;5830,54;1843,13;19454,12;14849,19;2113,05;1250,75;1242,45;17,24
2015M02;1817,82;62,75;5729,27;1795,66;18233,91;14573,84;2097,76;1227,08;1197,16;16,79
2015M03;1773,86;58,05;5939,67;1792,47;17421,91;13755,50;2028,73;1178,63;1138,64;16,24
2015M04;1819,19;52,28;6042,09;2005,36;15900,88;12830,92;2212,72;1198,93;1151,29;16,34
2015M05;1804,04;60,30;6294,78;1991,78;15803,59;13511,34;2281,80;1198,63;1140,40;16,83
2015M06;1687,73;62,63;5833,01;1829,50;15064,94;12825,23;2082,09;1181,50;1088,82;16,08
2015M07;1639,50;52,39;5456,75;1763,04;15071,53;11413,10;2000,68;1128,31;1009,27;15,05
2015M08;1548,13;56,19;5127,30;1703,60;15163,77;10386,00;1807,64;1117,93;984,10;14,94
2015M09;1589,60;56,95;5217,25;1684,25;15453,34;9937,55;1720,23;1124,77;964,38;14,75
2015M10;1516,49;53,12;5216,09;1720,11;15794,61;10316,83;1724,34;1159,25;976,91;15,81
2015M11;1467,89;46,86;4799,90;1618,35;14745,29;9244,33;1583,31;1086,44;885,20;14,45
2015M12;1497,20;40,50;4638,83;1706,58;14691,69;8707,79;1527,79;1075,74;859,82;14,13
2016M01;1481,10;41,88;4471,79;1646,20;13808,08;8507,29;1520,36;1097,91;855,25;14,11
2016M02;1531,26;46,83;4598,62;1765,75;15610,14;8298,50;1709,85;1199,50;919,35;15,17
2016M03;1531,01;56,20;4953,80;1802,19;16897,60;8717,25;1801,69;1245,14;967,73;15,47
2016M04;1571,23;60,92;4872,74;1732,27;17032,71;8878,86;1855,37;1242,26;994,19;16,36
2016M05;1550,63;55,13;4694,54;1707,80;16706,95;8660,35;1869,03;1260,95;1035,86;16,95
2016M06;1593,51;51,98;4641,97;1712,77;16966,69;8928,35;2026,19;1276,40;984,14;17,29
2016M07;1629,05;57,26;4864,90;1834,79;17826,23;10262,86;2183,25;1336,66;1087,50;19,99
2016M08;1639,28;60,89;4751,67;1835,52;18427,02;10335,99;2279,14;1340,17;1121,65;19,59
2016M09;1592,36;57,79;4722,20;1947,64;19499,52;10191,78;2292,31;1326,61;1046,71;19,36
2016M10;1665,90;59,09;4731,26;2024,49;20099,76;10259,74;2311,50;1266,55;959,14;17,66
2016M11;1737,11;73,10;5450,93;2180,58;21126,09;11128,91;2566,20;1238,35;955,14;17,41
2016M12;1727,74;80,02;5660,35;2209,84;21204,35;10972,27;2664,81;1157,36;918,38;16,43
2017M01;1791,24;80,41;5754,56;2242,62;20691,79;9971,46;2714,80;1192,10;971,15;16,90
2017M02;1860,75;89,44;5940,91;2311,50;19446,47;10643,30;2845,55;1234,20;1007,63;17,93
2017M03;1901,47;87,65;5824,63;2280,92;19875,20;10204,66;2776,88;1231,42;962,87;17,63
2017M04;1921,22;70,22;5683,90;2220,61;19910,32;9609,28;2614,92;1266,88;960,84;18,03
2017M05;1913,02;62,43;5599,56;2125,11;20200,33;9155,12;2590,21;1246,04;930,27;16,75
2017M06;1885,29;57,48;5719,76;2132,93;19658,84;8931,76;2573,40;1260,26;930,73;16,93
2017M07;1902,96;67,74;5985,12;2269,86;20223,48;9491,39;2787,19;1236,84;918,90;16,15
2017M08;2030,01;76,07;6485,63;2348,47;20521,00;10889,98;2980,73;1283,04;972,70;16,95
2017M09;2096,49;71,53;6577,17;2374,39;20796,62;11215,79;3116,86;1314,07;964,10;17,43
2017M10;2131,49;61,66;6807,60;2498,22;20376,09;11335,77;3264,60;1279,51;921,00;16,94
2017M11;2097,44;64,24;6826,55;2461,43;19557,52;11972,00;3229,31;1281,90;934,05;16,98
2017M12;2080,47;72,25;6833,89;2509,92;19476,37;11495,11;3195,95;1264,45;907,20;16,17
2018M01;2209,73;76,34;7065,85;2584,09;20696,91;12864,88;3441,52;1331,30;990,12;17,13
2018M02;2181,79;77,46;7006,52;2581,06;21651,55;13595,88;3532,90;1330,73;987,26;16,58
2018M03;2069,24;70,35;6799,18;2390,00;21211,94;13392,50;3269,18;1324,66;954,57;16,47
2018M04;2254,69;65,75;6851,51;2352,41;21291,10;13938,10;3188,05;1334,76;924,05;16,65
2018M05;2299,67;66,10;6825,27;2360,93;20858,83;14366,49;3059,87;1303,45;904,73;16,49
2018M06;2237,62;65,04;6965,86;2436,29;20660,52;15105,65;3088,57;1281,57;884,90;16,54
2018M07;2082,24;64,56;6250,75;2207,02;19729,80;13793,86;2656,13;1237,71;832,00;15,72
2018M08;2051,51;67,15;6051,05;2053,53;19228,77;13411,35;2512,00;1201,71;804,91;14,99
2018M09;2026,46;68,44;6050,76;2022,91;18967,13;12510,35;2434,68;1198,39;804,79;14,27
2018M10;2029,86;73,41;6219,59;1987,55;19121,48;12314,91;2673,67;1215,39;829,87;14,60
2018M11;1938,51;73,26;6195,92;1937,11;19064,86;11239,72;2595,69;1220,65;846,19;14,35
2018M12;1920,38;69,16;6075,32;1972,32;19259,58;10835,08;2616,29;1250,40;791,16;14,77
2019M01;1853,72;76,16;5939,10;1997,14;20457,75;11523,09;2569,70;1291,75;806,77;15,62
2019M02;1862,99;88,22;6300,49;2062,79;21263,95;12685,23;2707,19;1320,07;818,15;15,82
2019M03;1871,21;86,47;6439,46;2046,46;21393,40;13026,27;2850,60;1300,90;842,81;15,30
2019M04;1845,42;93,70;6438,36;1938,99;20604,30;12772,79;2932,65;1285,91;887,29;15,06
2019M05;1781,26;100,15;6017,90;1815,19;19523,90;12016,31;2742,81;1283,70;833,55;14,66
2019M06;1755,95;108,94;5882,23;1899,70;19193,20;11943,94;2601,22;1359,04;808,20;15,04
2019M07;1796,99;120,24;5941,20;1975,64;17977,85;13546,30;2446,51;1412,89;843,95;15,79
2019M08;1740,68;93,07;5709,44;2044,55;16608,99;15748,64;2273,01;1500,41;859,14;17,22
2019M09;1753,51;93,08;5759,25;2071,85;16830,62;17656,88;2331,56;1510,58;944,70;18,16
2019M10;1725,96;88,53;5757,30;2184,09;16603,39;17046,22;2451,65;1494,81;897,26;17,65
2019M11;1774,79;84,98;5859,95;2021,15;16335,48;15171,81;2425,48;1470,79;901,80;17,17
2019M12;1771,38;92,65;6077,06;1900,54;17141,05;13829,42;2272,54;1479,13;924,25;17,14
2020M01;1773,09;95,76;6031,21;1923,93;17029,18;13506,86;2354,31;1560,67;987,36;17,97
2020M02;1688,10;87,68;5687,75;1872,54;16480,30;12715,55;2113,24;1597,10;961,10;17,88
2020M03;1610,89;88,99;5182,63;1734,44;15290,91;11846,23;1903,63;1591,93;759,00;14,88
2020M04;1459,93;84,73;5057,97;1657,55;14952,80;11804,01;1903,37;1683,17;753,86;15,07
2020M05;1466,37;93,65;5239,83;1626,34;15401,92;12179,61;1975,32;1715,91;790,22;16,26
2020M06;1568,57;103,30;5754,60;1744,84;16837,84;12727,15;2025,71;1732,22;820,77;17,71
