"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 28, 2014","121.37","121.37","121.37","121.37","-","-0.14%"
"Feb 27, 2014","121.54","121.54","121.54","121.54","-","-0.05%"
"Feb 26, 2014","121.60","121.60","121.60","121.60","-","-0.09%"
"Feb 25, 2014","121.71","121.71","121.71","121.71","-","-0.09%"
"Feb 24, 2014","121.82","121.82","121.82","121.82","-","-0.37%"
"Feb 21, 2014","122.27","122.27","122.27","122.27","-","0.08%"
"Feb 20, 2014","122.17","122.17","122.17","122.17","-","-0.18%"
"Feb 19, 2014","122.39","122.39","122.39","122.39","-","0.05%"
"Feb 18, 2014","122.33","122.33","122.33","122.33","-","-0.05%"
"Feb 14, 2014","122.39","122.39","122.50","122.39","-","0.29%"
"Feb 13, 2014","122.04","122.04","122.04","122.04","-","0.72%"
"Feb 12, 2014","121.17","121.17","121.17","121.17","-","0.41%"
"Feb 11, 2014","120.68","120.68","120.68","120.68","-","-0.16%"
"Feb 10, 2014","120.87","120.87","120.87","120.87","-","-0.14%"
"Feb 07, 2014","121.04","121.04","121.04","121.75","0.06K","-0.81%"
"Feb 06, 2014","122.03","122.03","122.03","122.03","0.02K","0.13%"
"Feb 05, 2014","121.87","121.87","121.87","121.87","0.00K","-0.34%"
"Feb 04, 2014","122.29","122.29","122.40","122.29","-","-0.18%"
"Feb 03, 2014","122.51","122.51","122.51","122.51","-","-0.10%"
"Jan 31, 2014","122.63","122.63","122.63","122.63","-","-4.29%"
"Jan 30, 2014","128.12","128.12","128.12","128.12","-","-0.26%"
"Jan 29, 2014","128.46","128.46","128.46","128.46","-","-0.07%"
"Jan 28, 2014","128.55","128.55","128.55","128.55","0.03K","-0.20%"
"Jan 27, 2014","128.81","128.81","128.81","128.81","-","-0.13%"
"Jan 24, 2014","128.98","128.98","128.98","128.50","-","-0.14%"
"Jan 23, 2014","129.16","129.16","129.16","129.16","-","-0.05%"
"Jan 22, 2014","129.23","129.23","129.23","129.23","-","0.04%"
"Jan 21, 2014","129.18","129.18","129.18","129.18","0.05K","-0.42%"
"Jan 17, 2014","129.73","129.73","129.73","128.75","-","-0.50%"
"Jan 16, 2014","130.38","130.38","130.38","130.38","-","-0.39%"
"Jan 15, 2014","130.89","130.89","130.89","130.89","-","-0.09%"
"Jan 14, 2014","131.01","131.01","131.01","131.01","-","0.29%"
"Jan 13, 2014","130.63","130.63","130.63","130.63","-","-0.15%"
"Jan 10, 2014","130.82","130.82","130.82","130.82","-","-0.07%"
"Jan 09, 2014","130.91","130.91","130.91","130.91","-","-0.77%"
"Jan 08, 2014","131.93","131.93","131.93","131.93","0.04K","-0.07%"
"Jan 07, 2014","132.02","132.02","132.02","132.02","0.04K","-0.12%"
"Jan 06, 2014","132.18","132.18","132.18","132.18","0.04K","-0.40%"
"Jan 03, 2014","132.71","132.71","132.71","133.00","0.08K","-0.47%"
"Jan 02, 2014","133.33","133.33","133.33","133.33","-","-1.81%"
"Dec 31, 2013","135.79","135.79","135.79","135.79","-","-0.07%"
"Dec 30, 2013","135.88","135.88","135.88","135.88","-","-0.04%"
"Dec 27, 2013","135.93","135.93","135.93","135.93","-","-0.15%"
"Dec 26, 2013","136.13","136.13","136.13","136.13","-","-0.10%"
"Dec 24, 2013","136.27","136.27","136.27","136.27","-","-0.01%"
"Dec 23, 2013","136.28","136.28","136.28","136.28","-","-0.24%"
"Dec 20, 2013","136.61","136.61","136.61","136.50","-","-0.11%"
"Dec 19, 2013","136.76","136.76","136.76","136.76","-","-0.15%"
"Dec 18, 2013","136.97","136.97","136.97","136.97","0.03K","-0.06%"
"Dec 17, 2013","137.05","137.05","137.05","137.05","0.02K","-0.31%"
"Dec 16, 2013","137.48","137.48","137.48","137.48","-","0.06%"
"Dec 13, 2013","137.40","137.40","137.40","137.00","-","-0.09%"
"Dec 12, 2013","137.52","137.52","137.52","137.52","-","-0.38%"
"Dec 11, 2013","138.04","138.04","138.04","138.04","-","-0.27%"
"Dec 10, 2013","138.41","138.41","138.41","138.41","-","-0.21%"
"Dec 09, 2013","138.70","138.70","138.70","138.70","-","0.43%"
"Dec 06, 2013","138.10","138.10","138.10","138.10","-","0.04%"
"Dec 05, 2013","138.05","138.05","138.05","138.05","-","-0.34%"
"Dec 04, 2013","138.52","138.52","138.52","138.52","0.02K","0.82%"
"Dec 03, 2013","137.39","137.39","137.39","137.39","-","0.90%"
"Dec 02, 2013","136.16","136.16","136.16","136.16","-","-0.12%"
"Nov 27, 2013","136.32","136.32","136.32","136.32","-","-0.03%"
"Nov 26, 2013","136.36","136.36","136.36","136.36","-","-0.01%"
"Nov 25, 2013","136.37","136.37","136.37","136.37","-","0.03%"
"Nov 22, 2013","136.33","136.33","136.33","136.33","-","0.07%"
"Nov 21, 2013","136.23","136.23","136.23","136.23","0.01K","0.10%"
"Nov 20, 2013","136.10","136.10","136.10","136.10","-","0.11%"
"Nov 19, 2013","135.95","135.95","135.95","135.95","-","0.10%"
"Nov 18, 2013","135.82","135.82","135.82","135.82","-","0.08%"
"Nov 15, 2013","135.71","135.71","135.71","135.71","-","-0.01%"
"Nov 14, 2013","135.72","135.72","135.72","135.72","-","0.05%"
"Nov 13, 2013","135.65","135.65","135.65","135.65","-","-0.12%"
"Nov 12, 2013","135.81","135.81","135.81","135.81","-","0.51%"
"Nov 11, 2013","135.12","135.12","135.12","135.12","-","-0.10%"
"Nov 08, 2013","135.25","135.25","135.25","135.25","-","0.01%"
"Nov 07, 2013","135.23","135.23","135.23","135.23","0.21K","-0.12%"
"Nov 06, 2013","135.39","135.39","135.39","135.39","0.01K","0.29%"
"Nov 05, 2013","135.00","135.00","135.00","135.00","-","0.58%"
"Nov 04, 2013","134.22","134.22","134.22","134.22","0.02K","0.30%"
"Nov 01, 2013","133.82","133.82","133.00","133.82","0.01K","0.94%"
"Oct 31, 2013","132.57","132.57","132.57","132.57","-","-0.02%"
"Oct 30, 2013","132.59","132.59","132.59","132.59","-","-0.02%"
"Oct 29, 2013","132.61","132.61","132.61","132.61","0.03K","-0.09%"
"Oct 28, 2013","132.73","132.73","132.73","132.73","-","-0.02%"
"Oct 25, 2013","132.76","132.76","132.76","132.76","-","0.06%"
"Oct 24, 2013","132.68","132.68","132.68","132.68","-","0.06%"
"Oct 23, 2013","132.60","132.60","132.60","132.60","0.01K","-0.05%"
"Oct 22, 2013","132.67","132.67","132.67","132.67","-","-0.02%"
"Oct 21, 2013","132.69","132.69","132.69","132.69","-","0.03%"
"Oct 18, 2013","132.65","132.65","132.65","132.65","-","0.05%"
"Oct 17, 2013","132.59","132.59","132.59","132.59","0.05K","0.19%"
"Oct 16, 2013","132.34","132.34","132.34","132.34","0.09K","-0.16%"
"Oct 15, 2013","132.55","132.55","132.55","132.55","0.03K","0.20%"
"Oct 14, 2013","132.29","132.29","132.29","132.29","0.02K","0.27%"
"Oct 11, 2013","131.94","131.94","131.94","131.94","0.02K","0.41%"
"Oct 10, 2013","131.40","131.40","131.40","131.40","0.04K","0.49%"
"Oct 09, 2013","130.76","130.76","130.76","130.76","-","0.44%"
"Oct 08, 2013","130.19","130.19","130.19","130.19","0.02K","0.22%"
"Oct 07, 2013","129.91","129.91","129.91","129.91","-","0.14%"
"Oct 04, 2013","129.73","129.73","129.73","129.73","-","0.15%"
"Oct 03, 2013","129.53","129.53","129.53","129.53","-","0.16%"
"Oct 02, 2013","129.32","129.32","129.32","129.32","-","1.48%"
"Oct 01, 2013","127.43","127.43","127.43","127.43","0.01K","-5.04%"
"Sep 30, 2013","134.19","134.19","134.19","134.19","-","-0.10%"
"Sep 27, 2013","134.33","134.33","134.33","134.33","-","-0.09%"
"Sep 26, 2013","134.45","134.45","134.45","134.45","-","0.00%"
"Sep 25, 2013","134.45","134.45","134.45","134.45","-","-0.02%"
"Sep 24, 2013","134.48","134.48","134.48","134.48","-","-0.05%"
"Sep 23, 2013","134.55","134.55","134.55","134.55","-","-0.07%"
"Sep 20, 2013","134.64","134.64","134.64","134.64","-","-0.02%"
"Sep 19, 2013","134.67","134.67","134.67","134.67","-","-0.04%"
"Sep 18, 2013","134.73","134.73","134.73","134.73","-","0.04%"
"Sep 17, 2013","134.67","134.67","134.67","134.67","-","-0.09%"
"Sep 16, 2013","134.79","134.79","134.79","134.79","-","-0.21%"
"Sep 13, 2013","135.08","135.08","135.08","134.75","-","-0.15%"
"Sep 12, 2013","135.28","135.28","135.28","135.28","-","0.02%"
"Sep 11, 2013","135.25","135.25","135.25","135.25","-","0.27%"
"Sep 10, 2013","134.89","134.89","134.89","134.89","-","-0.35%"
"Sep 09, 2013","135.36","135.36","135.36","135.36","-","0.99%"
"Sep 06, 2013","134.03","134.03","134.03","133.00","-","-0.04%"
"Sep 05, 2013","134.08","134.08","134.08","134.08","-","-0.89%"
"Sep 04, 2013","135.28","135.28","135.28","135.28","0.01K","0.84%"
"Sep 03, 2013","134.15","134.15","134.15","134.15","0.01K","-2.12%"
"Aug 30, 2013","137.05","137.05","137.05","137.05","-","0.04%"
"Aug 29, 2013","137.00","137.00","137.00","137.00","-","0.04%"
"Aug 28, 2013","136.94","136.94","136.94","136.94","-","0.04%"
"Aug 27, 2013","136.89","136.89","136.89","136.89","-","-0.02%"
"Aug 26, 2013","136.92","136.92","136.92","136.92","-","0.04%"
"Aug 23, 2013","136.87","137.50","137.50","137.50","0.02K","0.32%"
"Aug 22, 2013","136.43","136.43","136.43","136.43","-","0.08%"
"Aug 21, 2013","136.32","136.32","136.32","136.32","-","0.04%"
"Aug 20, 2013","136.26","136.26","136.26","136.26","-","0.18%"
"Aug 19, 2013","136.01","136.01","136.01","136.01","-","0.12%"
"Aug 16, 2013","135.85","135.85","135.00","135.85","-","0.68%"
"Aug 15, 2013","134.93","134.93","134.93","134.93","-","-0.63%"
"Aug 14, 2013","135.79","135.79","135.79","135.79","-","-0.37%"
"Aug 13, 2013","136.29","136.29","136.29","136.29","-","0.28%"
"Aug 12, 2013","135.91","135.91","135.91","135.91","0.04K","1.30%"
"Aug 09, 2013","134.16","134.16","134.16","134.16","-","0.42%"
"Aug 08, 2013","133.60","133.60","133.60","133.60","0.01K","0.52%"
"Aug 07, 2013","132.91","132.91","132.91","132.91","-","0.77%"
"Aug 06, 2013","131.90","131.90","131.90","131.90","0.01K","1.80%"
"Aug 05, 2013","129.57","129.57","129.57","129.57","-","0.61%"
"Aug 02, 2013","128.78","128.78","128.00","128.78","0.01K","1.31%"
"Aug 01, 2013","127.12","127.12","127.12","127.12","-","-0.24%"
"Jul 31, 2013","127.43","127.43","127.43","127.43","-","-0.03%"
"Jul 30, 2013","127.47","127.47","127.47","127.47","-","-0.06%"
"Jul 29, 2013","127.55","127.55","127.55","127.55","-","-0.09%"
"Jul 26, 2013","127.67","127.67","127.67","127.67","-","0.07%"
"Jul 25, 2013","127.58","127.58","127.58","127.58","-","0.00%"
"Jul 24, 2013","127.58","127.58","127.58","127.58","-","0.05%"
"Jul 23, 2013","127.52","127.52","127.52","127.52","-","0.09%"
"Jul 22, 2013","127.40","127.40","127.40","127.40","-","-0.05%"
"Jul 19, 2013","127.47","127.47","127.47","127.47","0.02K","2.35%"
"Jul 18, 2013","124.54","124.54","124.54","124.54","-","0.49%"
"Jul 17, 2013","123.93","123.93","123.93","123.93","0.04K","0.48%"
"Jul 16, 2013","123.34","123.34","123.34","123.34","-","0.46%"
"Jul 15, 2013","122.77","122.77","122.77","122.77","-","0.38%"
"Jul 12, 2013","122.31","122.31","125.25","122.31","0.30K","0.46%"
"Jul 11, 2013","121.75","121.75","121.75","121.75","-","0.40%"
"Jul 10, 2013","121.26","121.26","121.26","121.26","-","0.36%"
"Jul 09, 2013","120.82","120.82","120.82","120.82","0.02K","0.48%"
"Jul 08, 2013","120.24","120.24","120.24","120.24","0.06K","-0.56%"
"Jul 05, 2013","120.92","124.50","124.50","121.00","0.05K","0.62%"
"Jul 03, 2013","120.17","120.17","120.17","120.17","0.01K","0.70%"
"Jul 02, 2013","119.33","119.33","119.33","119.33","0.01K","2.21%"
"Jul 01, 2013","116.75","116.75","116.75","116.75","0.02K","1.74%"
"Jun 27, 2013","114.75","114.75","114.75","114.75","-","0.07%"
"Jun 26, 2013","114.67","114.67","114.67","114.67","-","-0.14%"
"Jun 25, 2013","114.83","114.83","114.83","114.83","-","-0.15%"
"Jun 24, 2013","115.00","115.00","115.00","115.00","-","-0.15%"
"Jun 21, 2013","115.17","115.17","115.75","115.17","-","0.00%"
"Jun 20, 2013","115.17","115.17","115.17","115.17","-","-1.21%"
"Jun 19, 2013","116.58","116.58","116.58","116.58","0.02K","0.43%"
"Jun 18, 2013","116.08","116.08","116.08","116.08","0.01K","0.35%"
"Jun 17, 2013","115.67","115.67","115.67","115.67","0.01K","0.87%"
"Jun 14, 2013","114.67","114.50","114.50","114.50","0.01K","2.08%"
"Jun 13, 2013","112.33","112.33","112.33","112.33","-","-0.19%"
"Jun 12, 2013","112.54","112.54","112.54","112.54","0.05K","-0.04%"
"Jun 11, 2013","112.58","112.58","112.58","112.58","0.02K","0.29%"
"Jun 10, 2013","112.25","112.25","112.25","112.25","0.00K","0.38%"
"Jun 07, 2013","111.83","111.75","112.00","111.50","0.08K","0.52%"
"Jun 06, 2013","111.25","111.25","111.25","111.25","0.01K","-2.84%"
"Jun 05, 2013","114.50","114.50","114.50","114.50","0.03K","-3.24%"
"Jun 04, 2013","118.33","118.33","118.33","118.33","0.01K","0.92%"
"Jun 03, 2013","117.25","117.25","117.25","117.25","0.02K","-5.94%"
"May 30, 2013","124.66","124.66","124.66","124.66","-","-0.52%"
"May 29, 2013","125.31","125.31","125.31","125.31","-","-0.94%"
"May 28, 2013","126.50","126.50","126.50","126.50","-","-0.18%"
"May 24, 2013","126.73","126.73","126.73","126.00","-","0.02%"
"May 23, 2013","126.71","126.71","126.71","126.71","0.01K","-0.29%"
"May 22, 2013","127.08","127.08","127.08","127.08","-","-0.20%"
"May 21, 2013","127.34","127.34","127.34","127.34","-","0.03%"
"May 20, 2013","127.30","127.30","127.30","127.30","-","-0.13%"
"May 17, 2013","127.47","127.47","127.47","126.00","-","-0.26%"
"May 16, 2013","127.80","127.80","127.80","127.80","0.01K","-0.10%"
"May 15, 2013","127.93","127.93","127.93","127.93","-","-0.52%"
"May 14, 2013","128.60","128.60","128.60","128.60","-","-0.60%"
"May 13, 2013","129.38","129.38","129.38","129.38","-","-0.61%"
"May 09, 2013","130.18","130.18","130.18","130.18","-","-0.60%"
"May 08, 2013","130.97","130.97","130.97","130.97","-","0.29%"
"May 07, 2013","130.59","130.59","130.59","130.59","0.01K","2.42%"
"May 06, 2013","127.50","127.50","127.50","127.50","-","0.03%"
"May 03, 2013","127.46","127.46","127.46","127.46","0.00K","1.04%"
"May 02, 2013","126.15","126.15","126.15","126.15","0.04K","-2.21%"
"May 01, 2013","129.00","129.00","129.00","129.00","-","-6.14%"
"Apr 30, 2013","137.44","137.44","137.44","137.44","-","-0.26%"
"Apr 29, 2013","137.80","137.80","137.80","137.80","-","-0.07%"
"Apr 26, 2013","137.89","137.89","137.89","137.89","-","0.00%"
"Apr 25, 2013","137.89","137.89","137.89","137.89","-","-0.09%"
"Apr 24, 2013","138.01","138.01","138.01","138.01","-","-0.10%"
"Apr 23, 2013","138.15","138.15","138.15","138.15","-","0.00%"
"Apr 22, 2013","138.15","138.15","138.15","138.15","-","-0.09%"
"Apr 19, 2013","138.28","138.28","138.28","138.28","-","0.02%"
"Apr 18, 2013","138.25","138.25","138.25","138.25","-","0.13%"
"Apr 17, 2013","138.07","138.07","138.07","138.07","-","-0.21%"
"Apr 16, 2013","138.36","138.36","138.36","138.36","-","-0.09%"
"Apr 15, 2013","138.48","138.48","138.48","138.48","-","-0.35%"
"Apr 12, 2013","138.96","138.96","138.96","138.96","-","-0.03%"
"Apr 11, 2013","139.00","139.00","139.00","139.00","0.02K","0.23%"
"Apr 10, 2013","138.68","138.68","138.68","138.68","-","0.33%"
"Apr 09, 2013","138.23","138.23","138.23","138.23","-","0.52%"
"Apr 08, 2013","137.52","137.52","137.52","137.52","-","0.72%"
"Apr 05, 2013","136.54","136.54","136.54","136.54","-","-0.48%"
"Apr 04, 2013","137.20","137.20","137.20","137.20","-","0.29%"
"Apr 03, 2013","136.80","136.80","136.80","136.80","-","0.15%"
"Apr 02, 2013","136.59","136.59","136.59","136.59","-","-0.08%"
"Apr 01, 2013","136.70","136.70","136.70","136.70","-","-2.27%"
"Mar 28, 2013","139.87","139.87","139.87","139.87","-","-0.12%"
"Mar 27, 2013","140.04","140.04","140.04","140.04","-","-0.33%"
"Mar 26, 2013","140.50","140.50","140.50","140.50","-","-0.14%"
"Mar 25, 2013","140.70","140.70","140.70","140.70","-","-0.14%"
"Mar 22, 2013","140.90","140.90","140.90","140.90","-","0.07%"
"Mar 21, 2013","140.80","140.80","140.80","140.80","-","0.06%"
"Mar 20, 2013","140.71","140.71","140.71","140.71","-","-0.15%"
"Mar 19, 2013","140.92","140.92","140.92","140.92","-","-0.18%"
"Mar 18, 2013","141.17","141.17","141.17","141.17","-","-0.78%"
"Mar 15, 2013","142.28","142.28","142.28","142.28","-","1.02%"
"Mar 14, 2013","140.84","140.84","140.84","140.84","-","-0.90%"
"Mar 13, 2013","142.12","142.12","142.12","142.12","-","-0.34%"
"Mar 12, 2013","142.61","142.61","142.61","142.61","-","-0.90%"
"Mar 11, 2013","143.91","143.91","143.91","143.91","-","-0.93%"
"Mar 08, 2013","145.26","145.26","145.26","145.26","-","-0.21%"
"Mar 07, 2013","145.56","145.56","145.56","145.56","-","-0.30%"
"Mar 06, 2013","146.00","146.00","146.00","146.00","-","1.57%"
"Mar 05, 2013","143.74","143.74","143.74","143.74","-","0.55%"
"Mar 04, 2013","142.96","142.96","142.96","142.96","-","-2.65%"
