"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 28, 2018","68.73","68.73","68.73","68.73","-","0.06%"
"Sep 27, 2018","68.69","68.69","68.69","68.69","-","0.04%"
"Sep 26, 2018","68.66","68.66","68.66","68.66","-","0.06%"
"Sep 25, 2018","68.62","68.62","68.62","68.62","-","-0.09%"
"Sep 24, 2018","68.68","68.68","68.68","68.68","-","-0.01%"
"Sep 21, 2018","68.69","68.69","68.69","68.69","-","0.03%"
"Sep 20, 2018","68.67","68.67","68.67","68.67","-","0.00%"
"Sep 19, 2018","68.67","68.67","68.67","68.67","-","0.12%"
"Sep 18, 2018","68.59","68.59","68.59","68.59","-","0.03%"
"Sep 17, 2018","68.57","68.57","68.57","68.57","-","0.20%"
"Sep 14, 2018","68.43","68.43","68.43","68.43","-","0.18%"
"Sep 13, 2018","68.31","68.31","68.31","68.31","-","0.49%"
"Sep 12, 2018","67.98","67.98","67.98","67.98","-","0.30%"
"Sep 11, 2018","67.78","67.78","67.78","67.78","-","-0.57%"
"Sep 10, 2018","68.17","68.17","68.17","68.17","-","0.15%"
"Sep 07, 2018","68.07","68.07","68.07","68.07","-","-0.09%"
"Sep 06, 2018","68.13","68.13","68.13","68.13","0.01K","1.35%"
"Sep 05, 2018","67.22","67.22","67.22","67.22","0.05K","0.87%"
"Sep 04, 2018","66.64","66.64","66.64","66.64","-","-0.77%"
"Aug 31, 2018","67.16","67.16","67.16","67.16","-","-0.07%"
"Aug 30, 2018","67.21","67.21","67.21","67.21","-","-0.10%"
"Aug 29, 2018","67.28","67.28","67.28","67.28","-","-0.10%"
"Aug 28, 2018","67.35","67.35","67.35","67.35","-","-0.10%"
"Aug 27, 2018","67.42","67.42","67.42","67.42","-","-0.09%"
"Aug 24, 2018","67.48","67.48","67.48","67.48","-","-0.09%"
"Aug 23, 2018","67.54","67.54","67.54","67.54","-","-0.22%"
"Aug 22, 2018","67.69","67.69","67.69","67.69","-","0.06%"
"Aug 21, 2018","67.65","67.65","67.65","67.65","-","-0.44%"
"Aug 20, 2018","67.95","67.95","67.95","67.95","-","-0.06%"
"Aug 17, 2018","67.99","67.99","67.99","67.99","-","0.59%"
"Aug 16, 2018","67.59","67.59","67.59","67.59","-","-0.19%"
"Aug 15, 2018","67.72","67.72","67.72","67.72","0.01K","-0.35%"
"Aug 14, 2018","67.96","67.96","67.96","67.96","-","-0.86%"
"Aug 13, 2018","68.55","68.55","68.55","68.55","-","-0.04%"
"Aug 10, 2018","68.58","68.58","68.58","68.58","-","-0.52%"
"Aug 09, 2018","68.94","68.94","68.94","68.94","-","0.19%"
"Aug 08, 2018","68.81","68.81","68.81","68.81","-","-0.78%"
"Aug 07, 2018","69.35","69.35","69.35","69.35","-","0.39%"
"Aug 06, 2018","69.08","69.08","69.08","69.08","0.01K","1.23%"
"Aug 03, 2018","68.24","68.24","68.24","68.24","-","2.06%"
"Aug 02, 2018","66.86","66.86","66.86","66.86","-","0.30%"
"Aug 01, 2018","66.66","66.66","66.66","66.66","-","3.59%"
"Jul 31, 2018","64.35","64.35","64.35","64.35","-","0.23%"
"Jul 30, 2018","64.20","64.20","64.20","64.20","-","0.19%"
"Jul 27, 2018","64.08","64.08","64.08","64.08","-","0.23%"
"Jul 26, 2018","63.93","63.93","63.93","63.93","-","0.09%"
"Jul 25, 2018","63.87","63.87","63.87","63.87","-","0.06%"
"Jul 24, 2018","63.83","63.83","63.83","63.83","-","0.16%"
"Jul 23, 2018","63.73","63.73","63.73","63.73","-","0.19%"
"Jul 20, 2018","63.61","63.61","63.61","63.61","-","0.05%"
"Jul 19, 2018","63.58","63.58","63.58","63.58","-","0.44%"
"Jul 18, 2018","63.30","63.30","63.30","63.30","0.02K","0.32%"
"Jul 17, 2018","63.10","63.10","63.10","63.10","-","-0.36%"
"Jul 16, 2018","63.33","63.33","63.33","63.33","-","0.14%"
"Jul 13, 2018","63.24","63.24","63.24","63.24","-","0.05%"
"Jul 12, 2018","63.21","63.21","63.21","63.21","-","0.05%"
"Jul 11, 2018","63.18","63.18","63.18","63.18","-","-0.02%"
"Jul 10, 2018","63.19","63.19","63.19","63.19","0.04K","0.10%"
"Jul 09, 2018","63.13","63.13","63.13","63.13","0.01K","0.22%"
"Jul 06, 2018","62.99","62.99","62.99","62.99","-","-0.11%"
"Jul 05, 2018","63.06","63.06","63.06","63.06","0.01K","-1.61%"
"Jul 03, 2018","64.09","64.09","64.09","64.09","-","-0.06%"
"Jul 02, 2018","64.13","64.13","64.13","64.13","0.01K","-1.03%"
"Jun 29, 2018","64.80","64.80","64.80","64.80","-","-0.02%"
"Jun 28, 2018","64.81","64.81","64.81","64.81","-","-0.06%"
"Jun 27, 2018","64.85","64.85","64.85","64.85","-","-0.09%"
"Jun 26, 2018","64.91","64.91","64.91","64.91","-","0.05%"
"Jun 25, 2018","64.88","64.88","64.88","64.88","-","-0.02%"
"Jun 22, 2018","64.89","64.89","64.89","64.89","-","-0.06%"
"Jun 21, 2018","64.93","64.93","64.93","64.93","-","-0.12%"
"Jun 20, 2018","65.01","65.01","65.01","65.01","-","0.00%"
"Jun 19, 2018","65.01","65.01","65.01","65.01","-","-0.44%"
"Jun 18, 2018","65.30","65.30","65.30","65.30","-","-0.14%"
"Jun 15, 2018","65.39","65.39","65.39","65.39","-","-0.26%"
"Jun 14, 2018","65.56","65.56","65.56","65.56","-","0.34%"
"Jun 13, 2018","65.34","65.34","65.34","65.34","-","-0.09%"
"Jun 12, 2018","65.40","65.40","65.40","65.40","0.06K","0.34%"
"Jun 11, 2018","65.18","65.18","65.18","65.18","0.01K","0.68%"
"Jun 08, 2018","64.74","64.74","64.74","64.74","0.02K","-0.66%"
"Jun 07, 2018","65.17","65.17","65.17","65.17","0.01K","0.00%"
"Jun 06, 2018","65.17","65.17","65.17","65.17","-","0.60%"
"Jun 05, 2018","64.78","64.78","64.78","64.78","0.00K","0.34%"
"Jun 04, 2018","64.56","64.56","64.56","64.56","0.00K","0.05%"
"Jun 01, 2018","64.53","64.53","64.53","64.53","-","-2.15%"
"May 31, 2018","65.95","65.95","65.95","65.95","0.05K","-0.11%"
"May 30, 2018","66.02","66.02","66.02","66.02","-","-0.38%"
"May 29, 2018","66.27","66.27","66.27","66.27","-","0.02%"
"May 25, 2018","66.26","66.26","66.26","66.26","-","-0.15%"
"May 24, 2018","66.36","66.36","66.36","66.36","-","0.02%"
"May 23, 2018","66.35","66.35","66.35","66.35","-","-0.24%"
"May 22, 2018","66.51","66.51","66.51","66.51","-","-0.51%"
"May 21, 2018","66.85","66.85","66.85","66.85","-","-0.27%"
"May 18, 2018","67.03","67.03","67.03","67.03","-","-0.34%"
"May 17, 2018","67.26","67.26","67.26","67.26","-","-0.06%"
"May 16, 2018","67.30","67.30","67.30","67.30","-","-0.41%"
"May 15, 2018","67.58","67.58","67.58","67.58","-","-0.01%"
"May 14, 2018","67.59","67.59","67.59","67.59","-","0.15%"
"May 11, 2018","67.49","67.49","67.49","67.49","-","1.50%"
"May 10, 2018","66.49","66.49","66.49","66.49","-","0.44%"
"May 09, 2018","66.20","66.20","66.20","66.20","-","-1.18%"
"May 08, 2018","66.99","66.99","66.99","66.99","-","0.45%"
"May 07, 2018","66.69","66.69","66.69","66.69","-","-0.43%"
"May 04, 2018","66.98","66.98","66.98","66.98","-","0.39%"
"May 03, 2018","66.72","66.72","66.72","66.72","0.04K","-1.07%"
"May 02, 2018","67.44","67.44","67.44","67.44","0.03K","2.98%"
"May 01, 2018","65.49","65.49","65.49","65.49","-","0.34%"
"Apr 30, 2018","65.27","65.27","65.27","65.27","-","0.00%"
"Apr 27, 2018","65.27","65.27","65.27","65.27","-","-0.03%"
"Apr 26, 2018","65.29","65.29","65.29","65.29","-","0.11%"
"Apr 25, 2018","65.22","65.22","65.22","65.22","-","-0.05%"
"Apr 24, 2018","65.25","65.25","65.25","65.25","-","0.09%"
"Apr 23, 2018","65.19","65.19","65.19","65.19","-","0.22%"
"Apr 20, 2018","65.05","65.05","65.05","65.05","-","-0.67%"
"Apr 19, 2018","65.49","65.49","65.49","65.49","-","1.24%"
"Apr 18, 2018","64.69","64.69","64.69","64.69","-","0.65%"
"Apr 17, 2018","64.27","64.27","64.27","64.27","-","0.25%"
"Apr 16, 2018","64.11","64.11","64.11","64.11","-","-0.79%"
"Apr 13, 2018","64.62","64.62","64.62","64.62","-","0.67%"
"Apr 12, 2018","64.19","64.19","64.19","64.19","-","-0.14%"
"Apr 11, 2018","64.28","64.28","64.28","64.28","-","-1.55%"
"Apr 10, 2018","65.29","65.29","65.29","65.29","0.12K","2.14%"
"Apr 09, 2018","63.92","63.92","63.92","63.92","0.01K","0.92%"
"Apr 06, 2018","63.34","63.34","63.34","63.34","-","1.07%"
"Apr 05, 2018","62.67","62.67","62.67","62.67","-","-0.43%"
"Apr 04, 2018","62.94","62.94","62.94","62.94","-","-2.19%"
"Apr 03, 2018","64.35","64.35","64.35","64.35","-","-2.82%"
"Apr 02, 2018","66.22","66.22","66.22","66.22","0.04K","-4.99%"
"Mar 29, 2018","69.70","69.70","69.70","69.70","-","-0.23%"
"Mar 28, 2018","69.86","69.86","69.86","69.86","-","-0.70%"
"Mar 27, 2018","70.35","70.35","70.35","70.35","-","-0.23%"
"Mar 26, 2018","70.51","70.51","70.51","70.51","-","0.36%"
"Mar 23, 2018","70.26","70.26","70.26","70.26","-","-0.99%"
"Mar 22, 2018","70.96","70.96","70.96","70.96","-","-0.82%"
"Mar 21, 2018","71.55","71.55","71.55","71.55","-","-0.11%"
"Mar 20, 2018","71.63","71.63","71.63","71.63","-","-0.29%"
"Mar 19, 2018","71.84","71.84","71.84","71.84","-","-1.13%"
"Mar 16, 2018","72.66","72.66","72.66","72.66","-","-0.48%"
"Mar 15, 2018","73.01","73.01","73.01","73.01","-","0.34%"
"Mar 14, 2018","72.76","72.76","72.76","72.76","-","0.59%"
"Mar 13, 2018","72.33","72.33","72.33","72.33","-","1.29%"
"Mar 12, 2018","71.41","71.41","71.41","71.41","-","-0.83%"
"Mar 09, 2018","72.01","72.01","72.01","72.01","-","-1.37%"
"Mar 08, 2018","73.01","73.01","73.01","73.01","-","-2.01%"
"Mar 07, 2018","74.51","74.51","74.51","74.51","-","-1.36%"
"Mar 06, 2018","75.54","75.54","75.54","75.54","-","0.24%"
"Mar 05, 2018","75.36","75.36","75.36","75.36","-","-1.31%"
"Mar 02, 2018","76.36","76.52","76.52","76.52","0.00K","-2.63%"
"Mar 01, 2018","78.42","78.42","78.42","78.42","0.09K","1.24%"
"Feb 28, 2018","77.46","77.46","77.46","77.46","-","0.12%"
"Feb 27, 2018","77.37","77.37","77.37","77.37","-","-0.09%"
"Feb 26, 2018","77.44","77.44","77.44","77.44","-","0.43%"
"Feb 23, 2018","77.11","77.11","77.11","77.11","-","0.06%"
"Feb 22, 2018","77.06","77.06","77.06","77.06","-","-0.16%"
"Feb 21, 2018","77.18","77.18","77.18","77.18","-","0.27%"
"Feb 20, 2018","76.97","76.97","76.97","76.97","-","0.10%"
"Feb 16, 2018","76.89","76.89","76.89","76.89","-","0.17%"
"Feb 15, 2018","76.76","76.76","76.76","76.76","-","0.12%"
"Feb 14, 2018","76.67","76.67","76.67","76.67","-","0.24%"
"Feb 13, 2018","76.49","76.49","76.49","76.49","0.02K","1.11%"
"Feb 12, 2018","75.65","75.65","75.65","75.65","-","1.01%"
"Feb 09, 2018","74.89","74.89","74.89","74.89","-","-1.06%"
"Feb 08, 2018","75.69","75.69","75.69","75.69","-","0.65%"
"Feb 07, 2018","75.20","74.55","74.55","74.55","0.00K","1.03%"
"Feb 06, 2018","74.43","74.43","74.43","74.43","-","0.12%"
"Feb 05, 2018","74.34","74.34","74.34","74.34","-","1.92%"
"Feb 02, 2018","72.94","72.94","72.94","72.94","-","1.32%"
"Feb 01, 2018","71.99","71.99","71.99","71.99","-","-5.10%"
"Jan 31, 2018","75.86","75.86","75.86","75.86","-","-0.17%"
"Jan 30, 2018","75.99","75.99","75.99","75.99","-","-0.14%"
"Jan 29, 2018","76.10","76.10","76.10","76.10","-","-0.14%"
"Jan 26, 2018","76.21","76.21","76.21","76.21","-","0.00%"
"Jan 25, 2018","76.21","76.21","76.21","76.21","-","0.00%"
"Jan 24, 2018","76.21","76.21","76.21","76.21","-","0.33%"
"Jan 23, 2018","75.96","75.96","75.96","75.96","-","-0.84%"
"Jan 22, 2018","76.60","76.60","76.60","76.60","-","-0.10%"
"Jan 19, 2018","76.68","76.68","76.68","76.68","-","0.66%"
"Jan 18, 2018","76.18","76.18","76.18","76.18","-","-0.12%"
"Jan 17, 2018","76.27","76.27","76.27","76.27","-","-0.31%"
"Jan 16, 2018","76.51","76.51","76.51","76.51","-","-1.11%"
"Jan 12, 2018","77.37","77.37","77.37","77.37","-","-0.45%"
"Jan 11, 2018","77.72","77.72","77.72","77.72","-","0.41%"
"Jan 10, 2018","77.40","77.40","77.40","77.40","-","-0.28%"
"Jan 09, 2018","77.62","77.62","77.62","77.62","0.03K","0.82%"
"Jan 08, 2018","76.99","76.99","76.99","76.99","0.01K","2.12%"
"Jan 05, 2018","75.39","75.39","75.39","75.39","0.01K","1.05%"
"Jan 04, 2018","74.61","74.61","74.61","74.61","0.01K","1.61%"
"Jan 03, 2018","73.43","73.43","73.43","73.43","-","-0.64%"
"Jan 02, 2018","73.90","73.90","73.90","73.90","0.11K","3.68%"
"Dec 29, 2017","71.28","71.28","71.28","71.28","-","0.00%"
"Dec 28, 2017","71.28","71.28","71.28","71.28","-","0.22%"
"Dec 27, 2017","71.12","71.12","71.12","71.12","-","0.15%"
"Dec 26, 2017","71.01","71.01","71.01","71.01","-","0.20%"
"Dec 22, 2017","70.87","70.87","70.87","70.87","-","0.23%"
"Dec 21, 2017","70.71","70.71","70.71","70.71","-","0.37%"
"Dec 20, 2017","70.45","70.45","70.45","70.45","-","0.07%"
"Dec 19, 2017","70.40","70.40","70.40","70.40","-","-0.10%"
"Dec 18, 2017","70.47","70.47","70.47","70.47","-","2.00%"
"Dec 15, 2017","69.09","69.09","69.09","69.09","-","0.14%"
"Dec 14, 2017","68.99","68.99","68.99","68.99","-","-0.50%"
"Dec 13, 2017","69.34","69.34","69.34","69.34","-","0.54%"
"Dec 12, 2017","68.97","68.97","68.97","68.97","-","0.52%"
"Dec 11, 2017","68.61","68.61","68.61","68.61","-","0.20%"
"Dec 08, 2017","68.47","68.47","68.47","68.47","-","1.57%"
"Dec 07, 2017","67.41","67.41","67.41","67.41","-","-0.07%"
"Dec 06, 2017","67.46","67.46","67.46","67.46","-","-3.46%"
"Dec 05, 2017","69.88","69.88","69.88","69.88","-","-1.61%"
"Dec 04, 2017","71.02","71.02","71.02","71.02","-","0.84%"
"Dec 01, 2017","70.43","70.43","70.43","70.43","-","11.16%"
"Nov 30, 2017","63.36","63.36","63.36","63.36","-","0.33%"
"Nov 29, 2017","63.15","63.15","63.15","63.15","-","0.02%"
"Nov 28, 2017","63.14","63.14","63.14","63.14","-","0.08%"
"Nov 27, 2017","63.09","63.09","63.09","63.09","-","0.86%"
"Nov 24, 2017","62.55","62.55","62.55","62.55","-","-0.70%"
"Nov 22, 2017","62.99","62.99","62.99","62.99","-","1.51%"
"Nov 21, 2017","62.05","62.05","62.05","62.05","-","0.45%"
"Nov 20, 2017","61.77","61.77","61.77","61.77","-","0.46%"
"Nov 17, 2017","61.49","61.49","61.49","61.49","-","-0.18%"
"Nov 16, 2017","61.60","61.60","61.60","61.60","-","0.62%"
"Nov 15, 2017","61.22","61.22","61.22","61.22","-","-0.92%"
"Nov 14, 2017","61.79","61.79","61.79","61.79","-","-0.32%"
"Nov 13, 2017","61.99","61.99","61.99","61.99","-","0.32%"
"Nov 10, 2017","61.79","61.79","61.79","61.79","-","0.62%"
"Nov 09, 2017","61.41","61.41","61.41","61.41","-","-1.89%"
"Nov 08, 2017","62.59","62.59","62.59","62.59","0.20K","1.62%"
"Nov 07, 2017","61.59","61.59","61.59","61.59","-","-1.83%"
"Nov 06, 2017","62.74","62.74","62.74","62.74","-","5.34%"
"Nov 03, 2017","59.56","59.56","59.56","59.56","-","0.19%"
"Nov 02, 2017","59.45","59.45","59.45","59.45","-","1.42%"
"Nov 01, 2017","58.62","58.62","58.62","58.62","-","-2.80%"
"Oct 31, 2017","60.31","60.31","60.31","60.31","-","-0.15%"
"Oct 30, 2017","60.40","60.40","60.40","60.40","-","-0.21%"
"Oct 27, 2017","60.53","60.53","60.53","60.53","-","-0.23%"
"Oct 26, 2017","60.67","60.67","60.67","60.67","-","-0.08%"
"Oct 25, 2017","60.72","60.72","60.72","60.72","-","-0.02%"
"Oct 24, 2017","60.73","60.73","60.73","60.73","-","0.05%"
"Oct 23, 2017","60.70","60.70","60.70","60.70","-","0.02%"
"Oct 20, 2017","60.69","60.69","60.69","60.69","-","0.50%"
"Oct 19, 2017","60.39","60.39","60.39","60.39","-","-1.16%"
"Oct 18, 2017","61.10","61.10","61.10","61.10","0.00K","0.34%"
"Oct 17, 2017","60.89","60.89","60.89","60.89","-","-0.44%"
"Oct 16, 2017","61.16","61.16","61.16","61.16","-","0.87%"
"Oct 13, 2017","60.63","60.63","60.63","60.63","-","1.34%"
"Oct 12, 2017","59.83","59.83","59.83","59.83","0.01K","0.96%"
"Oct 11, 2017","59.26","59.26","59.26","59.26","0.01K","-1.53%"
"Oct 10, 2017","60.18","60.18","60.18","60.18","0.02K","-1.76%"
"Oct 09, 2017","61.26","61.26","61.26","61.26","0.03K","-3.18%"
"Oct 06, 2017","63.27","63.27","63.27","63.27","-","0.68%"
"Oct 05, 2017","62.84","62.84","62.84","62.84","-","-0.17%"
"Oct 04, 2017","62.95","62.95","62.95","62.95","-","0.14%"
"Oct 03, 2017","62.86","62.86","62.86","62.86","-","0.69%"
"Oct 02, 2017","62.43","62.43","62.43","62.43","0.01K","-10.52%"
"Sep 29, 2017","69.77","69.77","69.77","69.77","-","-0.33%"
"Sep 28, 2017","70.00","70.00","70.00","70.00","-","-0.79%"
"Sep 27, 2017","70.56","70.56","70.56","70.56","-","-0.54%"
"Sep 26, 2017","70.94","70.94","70.94","70.94","-","0.62%"
"Sep 25, 2017","70.50","70.50","70.50","70.50","-","-1.47%"
"Sep 22, 2017","71.55","72.00","72.00","70.15","0.01K","-0.71%"
"Sep 21, 2017","72.06","72.06","72.06","72.06","-","0.14%"
"Sep 20, 2017","71.96","71.96","71.96","71.96","-","0.22%"
"Sep 19, 2017","71.80","71.80","71.80","71.80","-","-2.76%"
"Sep 18, 2017","73.84","73.84","73.84","73.84","-","0.46%"
"Sep 15, 2017","73.50","73.50","73.50","73.50","0.03K","-0.27%"
"Sep 14, 2017","73.70","73.70","73.70","73.70","0.08K","-1.65%"
"Sep 13, 2017","74.94","74.94","74.94","74.94","-","-0.37%"
"Sep 12, 2017","75.22","75.22","75.22","75.22","-","0.59%"
"Sep 11, 2017","74.78","74.78","74.78","74.78","-","0.09%"
"Sep 08, 2017","74.71","74.71","74.71","74.71","0.08K","-0.86%"
"Sep 07, 2017","75.36","75.36","75.36","75.36","0.04K","-1.19%"
"Sep 06, 2017","76.27","76.27","76.27","76.27","0.12K","-1.82%"
"Sep 05, 2017","77.68","77.68","77.68","77.68","0.07K","-0.12%"
"Sep 01, 2017","77.77","77.77","77.77","77.77","0.02K","3.54%"
"Aug 31, 2017","75.11","75.11","75.11","75.11","-","0.04%"
"Aug 30, 2017","75.08","75.08","75.08","75.08","-","0.04%"
"Aug 29, 2017","75.05","75.05","75.05","75.05","-","0.03%"
"Aug 28, 2017","75.03","75.03","75.03","75.03","-","0.08%"
"Aug 25, 2017","74.97","74.97","74.97","74.97","-","-0.03%"
"Aug 24, 2017","74.99","74.99","74.99","74.99","-","0.23%"
"Aug 23, 2017","74.82","74.82","74.82","74.82","-","-0.09%"
"Aug 22, 2017","74.89","74.89","74.89","74.89","-","0.67%"
"Aug 21, 2017","74.39","74.39","74.39","74.39","-","-0.01%"
"Aug 18, 2017","74.40","74.40","74.40","74.40","-","0.35%"
"Aug 17, 2017","74.14","74.14","74.14","74.14","-","1.06%"
"Aug 16, 2017","73.36","73.36","73.36","73.36","0.11K","0.01%"
"Aug 15, 2017","73.35","73.35","73.35","73.35","-","-0.14%"
"Aug 14, 2017","73.45","73.45","73.45","73.45","-","-0.42%"
"Aug 11, 2017","73.76","73.76","73.76","73.76","-","-1.50%"
"Aug 10, 2017","74.88","74.88","74.88","74.88","0.05K","0.11%"
"Aug 09, 2017","74.80","74.80","74.80","74.80","0.01K","-0.76%"
"Aug 08, 2017","75.37","75.37","75.37","75.37","-","0.96%"
"Aug 07, 2017","74.65","74.65","74.65","74.65","0.02K","1.59%"
"Aug 04, 2017","73.48","73.62","74.25","73.62","0.02K","1.53%"
"Aug 03, 2017","72.37","72.37","72.37","72.37","0.03K","0.43%"
"Aug 02, 2017","72.06","72.06","72.06","72.06","0.10K","0.68%"
"Aug 01, 2017","71.57","71.57","71.57","71.57","0.18K","8.08%"
"Jul 31, 2017","66.22","66.22","66.22","66.22","-","0.53%"
"Jul 28, 2017","65.87","65.87","65.87","65.87","-","0.20%"
"Jul 27, 2017","65.74","65.74","65.74","65.74","-","0.31%"
"Jul 26, 2017","65.54","65.54","65.54","65.54","-","-0.08%"
"Jul 25, 2017","65.59","65.59","65.59","65.59","-","0.31%"
"Jul 24, 2017","65.39","65.39","65.39","65.39","-","0.31%"
"Jul 21, 2017","65.19","65.19","65.19","65.19","-","-0.46%"
"Jul 20, 2017","65.49","65.49","65.49","65.49","-","-0.76%"
"Jul 19, 2017","65.99","65.99","65.99","65.99","-","0.38%"
"Jul 18, 2017","65.74","65.74","65.74","65.74","-","-0.38%"
"Jul 17, 2017","65.99","65.99","65.99","65.99","0.02K","1.65%"
"Jul 14, 2017","64.92","64.92","64.92","64.92","-","1.18%"
"Jul 13, 2017","64.16","64.16","64.16","64.16","0.00K","0.11%"
"Jul 12, 2017","64.09","64.09","64.09","64.09","0.03K","-0.60%"
"Jul 11, 2017","64.48","64.48","64.48","64.48","-","2.17%"
"Jul 10, 2017","63.11","63.11","63.11","63.11","-","0.41%"
"Jul 07, 2017","62.85","62.28","62.28","62.28","0.30K","1.19%"
"Jul 06, 2017","62.11","62.11","62.11","62.11","0.09K","-1.46%"
"Jul 05, 2017","63.03","63.03","63.03","63.03","0.92K","-3.03%"
"Jul 03, 2017","65.00","65.00","65.00","65.00","0.40K","16.05%"
"Jun 30, 2017","56.01","56.01","56.01","56.01","-","0.39%"
"Jun 29, 2017","55.79","55.79","55.79","55.79","0.01K","0.16%"
"Jun 28, 2017","55.70","55.70","55.70","55.70","0.01K","0.81%"
"Jun 27, 2017","55.25","55.25","55.25","55.25","0.02K","0.91%"
"Jun 26, 2017","54.75","54.75","54.75","54.75","-","0.04%"
"Jun 23, 2017","54.73","54.73","54.73","54.73","-","0.13%"
"Jun 22, 2017","54.66","54.66","54.66","54.66","-","0.02%"
"Jun 21, 2017","54.65","54.65","54.65","54.65","-","-0.11%"
"Jun 20, 2017","54.71","54.71","54.71","54.71","-","-0.16%"
"Jun 19, 2017","54.80","54.80","54.80","54.80","-","0.18%"
"Jun 16, 2017","54.70","54.70","54.70","54.70","0.02K","0.35%"
"Jun 15, 2017","54.51","54.51","54.51","54.51","-","0.02%"
"Jun 14, 2017","54.50","54.50","54.50","54.50","-","0.91%"
"Jun 13, 2017","54.01","54.01","54.01","54.01","-","-1.39%"
"Jun 12, 2017","54.77","54.77","54.77","54.77","-","0.46%"
"Jun 09, 2017","54.52","54.52","54.52","54.52","0.02K","-0.69%"
"Jun 08, 2017","54.90","54.90","54.90","54.90","0.07K","-0.42%"
"Jun 07, 2017","55.13","55.13","55.13","55.13","0.01K","-0.97%"
"Jun 06, 2017","55.67","55.67","55.67","55.67","0.04K","0.32%"
"Jun 05, 2017","55.49","55.49","55.49","55.49","0.01K","-1.39%"
"Jun 02, 2017","56.27","56.27","56.27","56.27","0.07K","1.59%"
"Jun 01, 2017","55.39","55.39","55.39","55.39","0.04K","-8.76%"
"May 31, 2017","60.71","60.71","60.71","60.71","-","-0.36%"
"May 30, 2017","60.93","60.93","60.93","60.93","-","-0.52%"
"May 26, 2017","61.25","61.25","61.25","61.25","-","-0.24%"
"May 25, 2017","61.40","61.40","61.40","61.40","-","-0.16%"
"May 24, 2017","61.50","61.50","61.50","61.50","-","-0.65%"
"May 23, 2017","61.90","61.90","61.90","61.90","-","-0.06%"
"May 22, 2017","61.94","61.94","61.94","61.94","-","0.05%"
"May 19, 2017","61.91","61.91","61.91","61.91","-","0.65%"
"May 18, 2017","61.51","61.51","61.51","61.51","-","-0.85%"
"May 17, 2017","62.04","62.04","62.04","62.04","-","0.91%"
"May 16, 2017","61.48","61.48","61.48","61.48","-","0.46%"
"May 15, 2017","61.20","61.20","61.20","61.20","0.09K","-0.41%"
"May 12, 2017","61.45","61.45","61.45","61.45","-","-0.90%"
"May 11, 2017","62.01","62.01","62.01","62.01","-","-0.99%"
"May 10, 2017","62.63","62.63","62.63","62.63","-","2.05%"
"May 09, 2017","61.37","61.37","61.37","61.37","0.10K","1.07%"
"May 08, 2017","60.72","60.72","60.72","60.72","0.02K","-2.83%"
"May 05, 2017","62.49","62.49","62.49","62.49","0.01K","-2.18%"
"May 04, 2017","63.88","63.88","63.88","63.88","0.04K","-5.12%"
"May 03, 2017","67.33","67.33","67.33","67.33","0.18K","-2.02%"
"May 02, 2017","68.72","68.72","68.72","68.72","0.08K","1.06%"
"May 01, 2017","68.00","68.00","68.00","68.00","-","-2.82%"
"Apr 28, 2017","69.97","69.97","69.97","69.97","-","-0.19%"
"Apr 27, 2017","70.10","70.10","70.10","70.10","-","-0.23%"
"Apr 26, 2017","70.26","70.26","70.26","70.26","-","-0.26%"
"Apr 25, 2017","70.44","70.44","70.44","70.44","-","-0.33%"
"Apr 24, 2017","70.67","70.67","70.67","70.67","0.02K","-0.37%"
"Apr 21, 2017","70.93","70.93","70.93","70.93","-","0.06%"
"Apr 20, 2017","70.89","70.89","70.89","70.89","0.01K","-0.08%"
"Apr 19, 2017","70.95","70.95","70.95","70.95","0.03K","0.30%"
"Apr 18, 2017","70.74","70.74","70.74","70.74","0.00K","-1.86%"
"Apr 17, 2017","72.08","72.08","72.08","72.08","-","-1.29%"
"Apr 13, 2017","73.02","73.02","73.02","73.02","-","-0.56%"
"Apr 12, 2017","73.43","73.43","73.43","73.43","-","-1.95%"
"Apr 11, 2017","74.89","74.89","74.89","74.89","0.03K","-0.52%"
"Apr 10, 2017","75.28","75.28","75.28","75.28","0.04K","-2.12%"
"Apr 07, 2017","76.91","76.91","76.91","76.91","0.28K","-2.55%"
"Apr 06, 2017","78.92","78.92","78.92","78.92","0.05K","-0.65%"
"Apr 05, 2017","79.44","79.44","79.44","79.44","0.06K","0.10%"
"Apr 04, 2017","79.36","79.36","79.36","79.36","0.09K","1.16%"
"Apr 03, 2017","78.45","78.45","78.45","78.45","-","-9.66%"
"Mar 31, 2017","86.84","86.84","86.84","86.84","-","-0.40%"
"Mar 30, 2017","87.19","87.19","87.19","87.19","-","-0.29%"
"Mar 29, 2017","87.44","87.44","87.44","87.44","-","-0.22%"
"Mar 28, 2017","87.63","87.63","87.63","87.63","-","-0.32%"
"Mar 27, 2017","87.91","87.91","87.91","87.91","-","-0.50%"
"Mar 24, 2017","88.35","88.35","88.35","88.35","-","-0.18%"
"Mar 23, 2017","88.51","88.51","88.51","88.51","-","-0.09%"
"Mar 22, 2017","88.59","88.59","88.59","88.59","-","-0.45%"
"Mar 21, 2017","88.99","88.99","88.99","88.99","0.02K","-0.48%"
"Mar 20, 2017","89.42","89.42","89.42","89.42","0.01K","-0.06%"
"Mar 17, 2017","89.47","89.62","89.62","89.62","0.01K","-0.03%"
